,Season,Name,Team,G,PA,K%,O-Swing%,O-Contact%,Z-Swing%,Z-Contact%,Zone%,F-Strike%,SwStr%,CSW%,Fair/Foul ratio,Pitches,Swing%,Contact%,GB,FB,LD
206,2012,Yadier Molina,STL,138,563,0.098,0.306,0.782,0.744,0.886,0.473,0.618,0.075,0.191,1.16966581,1929,0.513,0.853,182,160,113
207,2018,Matt Carpenter,STL,156,677,0.233,0.21,0.565,0.577,0.871,0.437,0.529,0.084,0.296,0.96626506,2853,0.37,0.773,106,188,107
208,2017,Avisail Garcia,CHW,136,561,0.198,0.398,0.529,0.834,0.842,0.439,0.626,0.163,0.244,0.920993228,1995,0.589,0.724,213,112,83
209,2012,Dexter Fowler,COL,143,530,0.242,0.229,0.643,0.688,0.845,0.42,0.54,0.092,0.249,0.829396325,2116,0.422,0.781,124,106,86
210,2016,Matt Carpenter,STL,129,566,0.191,0.226,0.631,0.588,0.92,0.443,0.558,0.067,0.275,0.924242424,2390,0.386,0.826,112,158,96
211,2011,Dustin Pedroia,BOS,159,731,0.116,0.274,0.804,0.608,0.91,0.461,0.581,0.054,0.246,0.936026936,3077,0.428,0.873,265,185,106
212,2011,Aramis Ramirez,CHC,149,626,0.11,0.363,0.687,0.787,0.925,0.434,0.605,0.089,0.196,1.127516779,2080,0.547,0.836,171,216,117
213,2019,DJ LeMahieu,NYY,145,655,0.137,0.302,0.75,0.658,0.918,0.43,0.583,0.066,0.256,1.157303371,2463,0.456,0.855,258,135,122
214,2011,Robinson Cano,NYY,159,681,0.141,0.405,0.761,0.754,0.946,0.406,0.606,0.073,0.188,0.933450088,2340,0.546,0.864,249,165,119
215,2014,Freddie Freeman,ATL,162,708,0.205,0.306,0.635,0.796,0.832,0.389,0.592,0.12,0.22,0.775,2826,0.497,0.758,170,151,144
216,2019,Jose Altuve,HOU,124,548,0.15,0.327,0.724,0.681,0.869,0.399,0.653,0.09,0.25,1.185507246,1994,0.468,0.808,204,133,72
217,2018,Jesus Aguilar,MIL,149,566,0.253,0.356,0.614,0.601,0.824,0.404,0.581,0.125,0.307,0.808558559,2432,0.455,0.726,127,147,85
218,2012,Allen Craig,STL,119,514,0.173,0.28,0.738,0.611,0.894,0.456,0.566,0.069,0.264,1.144970414,2004,0.431,0.839,170,129,88
219,2016,Brandon Belt,SFG,156,655,0.226,0.255,0.563,0.789,0.854,0.412,0.563,0.112,0.227,0.672325976,2721,0.475,0.762,104,182,110
220,2012,Carlos Gonzalez,COL,135,579,0.199,0.332,0.551,0.678,0.87,0.384,0.558,0.123,0.262,1.137535817,2198,0.465,0.73,194,117,86
221,2010,Billy Butler,KCR,158,678,0.115,0.263,0.719,0.617,0.913,0.446,0.522,0.064,0.25,1.366233766,2559,0.421,0.846,251,179,96
222,2016,Edwin Encarnacion,TOR,160,702,0.197,0.238,0.626,0.672,0.85,0.433,0.577,0.094,0.258,0.959266802,2900,0.426,0.779,180,195,96
223,2017,Edwin Encarnacion,CLE,157,669,0.199,0.235,0.607,0.684,0.833,0.433,0.526,0.102,0.259,0.830409357,2870,0.429,0.763,158,178,90
224,2018,Xander Bogaerts,BOS,136,580,0.176,0.301,0.658,0.613,0.893,0.421,0.567,0.087,0.292,1.042606516,2363,0.432,0.798,180,148,88
225,2019,Trey Mancini,BAL,154,679,0.211,0.334,0.641,0.697,0.834,0.406,0.63,0.118,0.275,0.887189293,2722,0.481,0.754,213,148,103
226,2014,Justin Morneau,COL,135,550,0.109,0.388,0.762,0.793,0.913,0.398,0.615,0.082,0.195,1.011235955,1920,0.549,0.849,198,148,104
227,2010,Corey Hart,MIL,145,614,0.228,0.29,0.518,0.7,0.819,0.469,0.58,0.132,0.28,1.060453401,2348,0.482,0.723,161,185,75
228,2019,Marcus Semien,OAK,162,747,0.137,0.23,0.683,0.687,0.896,0.418,0.632,0.072,0.251,1.15625,2965,0.421,0.829,228,216,111
229,2019,Max Muncy,LAD,141,589,0.253,0.231,0.59,0.64,0.812,0.411,0.55,0.105,0.287,0.817745803,2581,0.399,0.736,129,132,80
230,2015,Matt Carpenter,STL,154,665,0.227,0.225,0.659,0.6,0.87,0.438,0.611,0.077,0.305,0.938053097,2807,0.389,0.802,126,177,121
231,2015,J.D. Martinez,DET,158,657,0.271,0.355,0.571,0.757,0.806,0.438,0.641,0.149,0.269,0.736013986,2605,0.531,0.718,144,183,94
232,2016,Corey Seager,LAD,157,687,0.194,0.322,0.594,0.79,0.884,0.443,0.608,0.113,0.219,0.901639344,2512,0.529,0.786,229,145,121
233,2017,Domingo Santana,MIL,151,607,0.293,0.265,0.519,0.713,0.789,0.442,0.621,0.138,0.294,0.759219089,2491,0.463,0.703,157,97,96
234,2013,Jose Bautista,TOR,118,528,0.159,0.224,0.747,0.591,0.892,0.437,0.589,0.059,0.269,1.050847458,2236,0.384,0.845,153,159,60
235,2012,Austin Jackson,DET,137,617,0.217,0.235,0.635,0.615,0.875,0.485,0.592,0.081,0.277,0.911504425,2558,0.419,0.806,174,140,98
236,2016,Adrian Beltre,TEX,153,640,0.103,0.364,0.797,0.66,0.897,0.43,0.603,0.071,0.234,1.023622047,2443,0.492,0.855,209,219,92
237,2016,Jean Segura,ARI,153,694,0.146,0.311,0.712,0.64,0.923,0.469,0.597,0.07,0.256,1.003766478,2699,0.465,0.848,283,148,102
238,2015,Nolan Arenado,COL,157,665,0.165,0.385,0.642,0.742,0.909,0.438,0.602,0.105,0.232,1.046558704,2322,0.542,0.803,178,227,112
239,2017,Justin Smoak,TOR,158,637,0.201,0.258,0.629,0.669,0.879,0.419,0.565,0.09,0.254,0.96875,2591,0.43,0.792,149,193,92
240,2019,Bryan Reynolds,PIT,134,546,0.222,0.311,0.59,0.742,0.871,0.389,0.606,0.115,0.249,0.898795181,2168,0.479,0.759,173,111,89
241,2015,A.J. Pollock,ARI,157,673,0.132,0.302,0.67,0.64,0.946,0.467,0.637,0.069,0.254,1.319095477,2361,0.46,0.85,264,152,109
242,2014,Buster Posey,SFG,147,605,0.114,0.294,0.783,0.641,0.91,0.443,0.6,0.061,0.239,1.168674699,2326,0.448,0.864,203,164,118
243,2015,Kris Bryant,CHC,151,650,0.306,0.298,0.492,0.762,0.758,0.413,0.608,0.165,0.284,0.735887097,2651,0.49,0.663,125,165,75
244,2012,Paul Konerko,CHW,144,598,0.139,0.279,0.687,0.62,0.887,0.47,0.612,0.079,0.261,1.280453258,2237,0.439,0.82,186,165,101
245,2015,Manny Machado,BAL,162,713,0.156,0.253,0.702,0.656,0.911,0.443,0.581,0.068,0.238,1.04233871,2789,0.431,0.843,226,199,92
246,2016,Robinson Cano,SEA,161,715,0.14,0.373,0.712,0.714,0.932,0.415,0.597,0.082,0.217,1.044776119,2545,0.514,0.838,257,202,101
247,2019,Justin Turner,LAD,135,549,0.16,0.281,0.761,0.676,0.89,0.439,0.587,0.07,0.244,0.914153132,2151,0.454,0.845,133,159,102
248,2016,Brian Dozier,MIN,155,691,0.2,0.291,0.688,0.639,0.854,0.422,0.593,0.091,0.284,0.981519507,2788,0.438,0.79,174,228,76
249,2016,Carlos Santana,CLE,158,688,0.144,0.198,0.665,0.64,0.878,0.437,0.526,0.072,0.247,1.22,2781,0.391,0.817,209,201,78
250,2014,Nelson Cruz,BAL,159,678,0.206,0.327,0.582,0.714,0.837,0.441,0.621,0.126,0.268,1.041394336,2530,0.498,0.744,200,196,82
251,2018,Joey Votto,CIN,145,623,0.162,0.164,0.784,0.686,0.867,0.446,0.559,0.06,0.228,0.924657534,2504,0.397,0.848,152,126,127
252,2010,Chase Utley,PHI,115,511,0.123,0.249,0.762,0.578,0.911,0.422,0.528,0.055,0.254,1.180064309,2040,0.388,0.856,151,143,73
253,2014,Matt Kemp,LAD,150,599,0.242,0.315,0.53,0.69,0.811,0.416,0.564,0.14,0.297,1.12605042,2298,0.471,0.701,173,125,104
254,2011,Michael Young,TEX,159,689,0.113,0.265,0.751,0.697,0.897,0.488,0.604,0.069,0.217,1.240618102,2492,0.476,0.856,266,149,147
255,2013,Brandon Moss,OAK,145,505,0.277,0.356,0.533,0.717,0.836,0.394,0.604,0.146,0.276,0.77443609,2017,0.498,0.705,93,160,56
256,2010,Mark Teixeira,NYY,158,712,0.171,0.26,0.686,0.652,0.923,0.416,0.555,0.068,0.237,0.939805825,2817,0.423,0.838,172,220,92
257,2010,Scott Rolen,CIN,133,537,0.153,0.253,0.688,0.658,0.882,0.456,0.575,0.078,0.25,1.070080863,2135,0.438,0.821,147,173,77
258,2010,Hanley Ramirez,FLA,142,619,0.15,0.289,0.7,0.682,0.907,0.435,0.585,0.076,0.225,1.065882353,2291,0.46,0.833,231,148,74
259,2011,Josh Hamilton,TEX,121,538,0.173,0.403,0.622,0.817,0.838,0.392,0.645,0.14,0.23,0.997530864,1925,0.565,0.744,167,152,85
260,2018,Matt Chapman,OAK,145,616,0.237,0.245,0.638,0.64,0.864,0.428,0.58,0.088,0.279,0.941451991,2544,0.414,0.787,162,158,82
261,2016,Yoenis Cespedes,NYM,132,543,0.199,0.345,0.661,0.658,0.872,0.416,0.593,0.102,0.262,0.856818182,2193,0.476,0.783,140,156,81
262,2014,David Ortiz,BOS,142,602,0.158,0.297,0.69,0.712,0.901,0.389,0.558,0.081,0.225,0.905063291,2409,0.459,0.817,157,196,76
263,2019,Ronald Acuna Jr.,ATL,156,715,0.263,0.267,0.632,0.715,0.8,0.416,0.614,0.117,0.267,0.749146758,3048,0.453,0.742,167,165,107
264,2017,Eric Thames,MIL,138,551,0.296,0.276,0.542,0.668,0.809,0.398,0.552,0.127,0.293,0.743902439,2342,0.432,0.707,117,126,62
265,2011,Victor Martinez,DET,145,595,0.086,0.295,0.846,0.6,0.97,0.423,0.546,0.033,0.222,1.258883249,2279,0.424,0.921,212,164,120
266,2010,Colby Rasmus,STL,144,534,0.277,0.277,0.56,0.711,0.863,0.418,0.584,0.109,0.263,0.741860465,2161,0.458,0.757,102,155,62
267,2012,David Murphy,TEX,147,521,0.142,0.282,0.749,0.654,0.885,0.414,0.568,0.072,0.264,1.084033613,2048,0.436,0.833,168,137,82
268,2010,Carl Crawford,TBR,154,663,0.157,0.348,0.738,0.711,0.884,0.43,0.591,0.087,0.229,0.923791822,2483,0.504,0.827,236,179,82
269,2018,Francisco Lindor,CLE,158,745,0.144,0.327,0.745,0.679,0.909,0.404,0.558,0.075,0.234,0.932885906,2920,0.469,0.841,216,220,120
270,2014,Jonathan Lucroy,MIL,153,655,0.108,0.272,0.802,0.585,0.921,0.467,0.566,0.05,0.258,1.225653207,2551,0.418,0.879,217,184,115
271,2018,David Peralta,ARI,146,614,0.202,0.318,0.675,0.695,0.847,0.43,0.617,0.105,0.278,1.055421687,2272,0.48,0.782,222,128,88
272,2013,Adam Lind,TOR,143,521,0.198,0.284,0.678,0.598,0.878,0.404,0.583,0.083,0.295,1.105740181,2131,0.411,0.796,168,120,78
273,2010,Ryan Howard,PHI,143,620,0.253,0.323,0.48,0.684,0.82,0.41,0.556,0.147,0.28,1.036649215,2421,0.471,0.682,157,147,92
274,2013,Giancarlo Stanton,MIA,116,504,0.278,0.298,0.491,0.61,0.829,0.376,0.53,0.133,0.296,0.950166113,2087,0.415,0.678,124,110,52
275,2019,Matt Olson,OAK,127,547,0.252,0.286,0.686,0.676,0.787,0.425,0.558,0.113,0.276,0.787528868,2288,0.451,0.75,107,152,82
276,2011,Shane Victorino,PHI,132,586,0.108,0.287,0.799,0.575,0.929,0.413,0.536,0.051,0.258,1.325581395,2252,0.406,0.875,193,191,72
277,2010,Andre Ethier,LAD,139,585,0.174,0.289,0.636,0.717,0.908,0.45,0.586,0.086,0.235,0.943946188,2198,0.482,0.818,163,167,91
278,2015,Michael Brantley,CLE,137,596,0.086,0.246,0.844,0.643,0.963,0.457,0.582,0.031,0.219,1.297297297,2149,0.427,0.926,220,152,108
279,2018,Charlie Blackmon,COL,156,696,0.193,0.318,0.699,0.666,0.893,0.448,0.602,0.085,0.253,0.862917399,2724,0.474,0.821,213,164,114
280,2010,Rickie Weeks Jr.,MIL,160,754,0.244,0.231,0.506,0.634,0.852,0.465,0.578,0.105,0.295,1.024017467,2956,0.418,0.75,229,168,72
281,2012,Yoenis Cespedes,OAK,129,540,0.189,0.356,0.595,0.653,0.84,0.412,0.583,0.126,0.276,1.272131148,1979,0.478,0.733,157,155,76
282,2017,Gary Sanchez,NYY,122,525,0.229,0.337,0.601,0.665,0.829,0.432,0.556,0.126,0.287,0.977961433,2031,0.479,0.738,150,130,75
283,2014,Carlos Gomez,MIL,148,644,0.219,0.385,0.606,0.823,0.844,0.406,0.66,0.142,0.227,0.769652651,2301,0.563,0.747,158,172,91
284,2016,Christian Yelich,MIA,155,659,0.209,0.229,0.54,0.643,0.884,0.427,0.551,0.092,0.277,1.093596059,2715,0.405,0.773,251,89,104
285,2016,Hanley Ramirez,BOS,147,620,0.194,0.304,0.62,0.681,0.869,0.435,0.611,0.103,0.264,0.964285714,2416,0.468,0.778,209,142,81
286,2015,Yoenis Cespedes,- - -,159,676,0.209,0.375,0.678,0.651,0.865,0.425,0.584,0.106,0.279,0.896925859,2722,0.492,0.783,207,188,101
287,2013,Mike Napoli,BOS,139,578,0.324,0.253,0.6,0.619,0.724,0.445,0.561,0.132,0.322,0.709090909,2652,0.416,0.682,115,121,76
288,2016,Dexter Fowler,CHC,125,551,0.225,0.194,0.622,0.647,0.862,0.434,0.581,0.08,0.26,0.79047619,2429,0.39,0.794,135,118,79
289,2011,Evan Longoria,TBR,133,574,0.162,0.259,0.65,0.638,0.878,0.42,0.524,0.084,0.25,1.135446686,2228,0.418,0.796,147,176,71
290,2019,Michael Brantley,HOU,148,637,0.104,0.292,0.823,0.615,0.958,0.449,0.6,0.04,0.24,1.246943765,2316,0.437,0.908,231,157,122
291,2018,Mitch Haniger,SEA,157,683,0.217,0.259,0.611,0.625,0.871,0.434,0.583,0.092,0.282,1.055684455,2716,0.418,0.78,193,165,97
292,2018,Javier Baez,CHC,160,645,0.259,0.455,0.549,0.78,0.816,0.377,0.665,0.182,0.287,0.958057395,2245,0.577,0.685,198,140,96
293,2016,Manny Machado,BAL,157,696,0.172,0.323,0.665,0.723,0.873,0.436,0.599,0.1,0.239,1.069246436,2566,0.497,0.797,196,224,105
294,2010,David Wright,NYM,157,670,0.24,0.291,0.619,0.687,0.844,0.444,0.612,0.107,0.258,0.85380117,2658,0.467,0.766,168,187,83
295,2011,Kevin Youkilis,BOS,120,517,0.193,0.229,0.64,0.551,0.9,0.456,0.545,0.069,0.284,1.030769231,2161,0.375,0.814,140,128,67
296,2015,Ryan Braun,MIL,140,568,0.202,0.364,0.67,0.71,0.88,0.408,0.643,0.105,0.248,0.846982759,2141,0.506,0.791,195,122,76
297,2017,Yonder Alonso,- - -,142,521,0.226,0.278,0.596,0.744,0.841,0.412,0.526,0.115,0.239,0.822222222,2077,0.47,0.756,113,144,76
298,2017,Buster Posey,SFG,140,568,0.116,0.256,0.759,0.674,0.897,0.446,0.526,0.065,0.229,1.240687679,2073,0.442,0.853,189,143,101
299,2013,Daniel Nava,BOS,134,536,0.174,0.251,0.743,0.581,0.903,0.436,0.58,0.061,0.284,1.013661202,2204,0.395,0.846,127,147,97
300,2019,Bryce Harper,PHI,157,682,0.261,0.316,0.522,0.773,0.797,0.364,0.595,0.153,0.267,0.75047619,2787,0.483,0.683,151,149,94
301,2012,David Freese,STL,144,567,0.215,0.316,0.592,0.648,0.85,0.446,0.591,0.115,0.279,0.9921875,2192,0.464,0.752,198,100,83
302,2012,Ben Zobrist,TBR,157,668,0.154,0.226,0.734,0.576,0.895,0.413,0.527,0.059,0.264,1.183462532,2724,0.37,0.838,198,160,100
303,2010,Jay Bruce,CIN,148,573,0.237,0.289,0.537,0.732,0.86,0.4,0.546,0.12,0.261,1.013586957,2150,0.466,0.74,135,163,75
304,2014,Josh Harrison,PIT,143,550,0.147,0.383,0.717,0.677,0.868,0.474,0.613,0.099,0.259,1.106329114,1968,0.522,0.81,163,169,105
305,2018,Khris Davis,OAK,151,654,0.268,0.278,0.491,0.784,0.777,0.426,0.616,0.156,0.28,0.925170068,2514,0.493,0.685,144,199,65
306,2015,Shin-Soo Choo,TEX,149,653,0.225,0.242,0.637,0.642,0.816,0.436,0.579,0.101,0.281,0.997572816,2606,0.417,0.757,209,117,85
307,2010,Alex Rodriguez,NYY,137,595,0.165,0.247,0.656,0.685,0.861,0.45,0.546,0.089,0.25,1.101265823,2342,0.444,0.798,200,175,60
308,2013,Brandon Belt,SFG,150,571,0.219,0.317,0.646,0.795,0.888,0.404,0.583,0.102,0.213,0.720670391,2271,0.51,0.798,133,160,94
309,2019,Yuli Gurriel,HOU,144,612,0.106,0.354,0.78,0.693,0.921,0.422,0.649,0.068,0.235,1.298200514,2085,0.497,0.863,193,199,113
310,2010,Victor Martinez,BOS,127,538,0.097,0.282,0.873,0.543,0.95,0.431,0.537,0.032,0.243,1.424920128,2091,0.395,0.919,183,187,76
311,2013,Carlos Santana,CLE,154,642,0.171,0.252,0.717,0.581,0.893,0.422,0.561,0.067,0.258,0.934924078,2760,0.391,0.827,183,154,94
312,2011,Ian Kinsler,TEX,155,723,0.098,0.194,0.818,0.596,0.953,0.451,0.557,0.032,0.238,1.263888889,2852,0.375,0.914,193,257,96
313,2017,Corey Seager,LAD,145,613,0.214,0.291,0.543,0.788,0.863,0.423,0.605,0.122,0.235,0.940503432,2240,0.501,0.756,173,136,102
314,2013,Marlon Byrd,- - -,147,579,0.249,0.396,0.551,0.735,0.843,0.448,0.658,0.149,0.287,0.885650224,2115,0.548,0.726,155,146,94
315,2015,Kendrys Morales,KCR,158,639,0.161,0.318,0.624,0.714,0.883,0.414,0.546,0.104,0.238,1.039823009,2442,0.482,0.783,211,163,96
316,2017,Joey Gallo,TEX,145,532,0.368,0.318,0.426,0.743,0.715,0.361,0.575,0.193,0.309,0.672922252,2242,0.471,0.591,70,136,45
317,2015,Carlos Gonzalez,COL,153,608,0.219,0.377,0.557,0.781,0.831,0.398,0.574,0.152,0.248,0.977011494,2235,0.538,0.715,200,155,70
318,2012,Miguel Montero,ARI,141,573,0.227,0.293,0.656,0.716,0.812,0.416,0.6,0.114,0.251,0.790286976,2289,0.469,0.755,154,129,75
319,2010,Vladimir Guerrero,TEX,152,643,0.093,0.449,0.707,0.808,0.883,0.39,0.614,0.115,0.199,1.301932367,2020,0.589,0.801,241,199,99
320,2014,Justin Upton,ATL,154,641,0.267,0.303,0.616,0.706,0.791,0.448,0.604,0.13,0.275,0.794871795,2575,0.484,0.73,160,162,81
321,2010,Vernon Wells,TOR,157,646,0.13,0.328,0.652,0.719,0.898,0.443,0.604,0.096,0.224,1.494117647,2095,0.501,0.808,214,213,81
322,2018,Jose Altuve,HOU,137,599,0.132,0.333,0.735,0.687,0.91,0.396,0.678,0.078,0.241,1.156812339,2123,0.473,0.836,207,135,108
323,2013,Allen Craig,STL,134,563,0.178,0.313,0.701,0.643,0.901,0.428,0.595,0.081,0.265,1.078328982,2134,0.454,0.822,186,116,111
324,2018,Rhys Hoskins,PHI,153,660,0.227,0.228,0.642,0.606,0.874,0.432,0.524,0.079,0.274,0.827309237,2918,0.391,0.798,120,213,79
325,2015,Buster Posey,SFG,150,623,0.083,0.3,0.79,0.718,0.932,0.428,0.592,0.056,0.202,1.236714976,2194,0.479,0.881,225,173,114
326,2019,Tim Anderson,CHW,123,518,0.21,0.452,0.615,0.775,0.899,0.411,0.62,0.135,0.252,0.967821782,1765,0.585,0.77,190,108,93
327,2012,Paul Goldschmidt,ARI,145,587,0.221,0.288,0.682,0.636,0.824,0.435,0.618,0.1,0.286,0.97761194,2348,0.439,0.771,158,141,94
328,2013,Carlos Gomez,MIL,147,590,0.247,0.363,0.581,0.784,0.834,0.437,0.686,0.142,0.249,0.763527054,2173,0.547,0.74,154,146,81
329,2018,Nick Castellanos,DET,157,678,0.223,0.386,0.525,0.788,0.844,0.41,0.653,0.159,0.267,0.973195876,2439,0.551,0.712,167,169,136
330,2012,Nick Swisher,NYY,148,624,0.226,0.238,0.605,0.665,0.846,0.406,0.527,0.097,0.26,0.917431193,2656,0.412,0.764,155,156,89
331,2016,Kyle Seager,SEA,158,676,0.16,0.269,0.711,0.621,0.889,0.445,0.55,0.073,0.255,1.164677804,2584,0.425,0.826,176,205,107
332,2017,Logan Morrison,TBR,149,601,0.248,0.276,0.569,0.703,0.825,0.43,0.572,0.121,0.264,0.845265589,2356,0.46,0.737,122,169,75
333,2014,Jose Altuve,HOU,158,707,0.075,0.366,0.848,0.677,0.949,0.462,0.652,0.045,0.213,1.484184915,2200,0.51,0.91,290,181,139
334,2012,Ian Desmond,WSN,130,547,0.207,0.368,0.615,0.728,0.874,0.478,0.707,0.118,0.262,1.039267016,1845,0.54,0.782,189,137,71
335,2013,Yadier Molina,STL,136,541,0.102,0.355,0.809,0.751,0.908,0.455,0.64,0.068,0.193,1.063380282,1884,0.535,0.872,190,153,110
336,2014,Hanley Ramirez,LAD,128,512,0.164,0.311,0.693,0.704,0.901,0.407,0.602,0.084,0.223,0.953125,1943,0.471,0.819,165,124,77
337,2017,Brian Dozier,MIN,152,705,0.2,0.234,0.637,0.625,0.838,0.464,0.57,0.093,0.283,1.082191781,2828,0.415,0.777,182,202,90
338,2019,Joc Pederson,LAD,149,514,0.216,0.302,0.679,0.68,0.84,0.412,0.578,0.102,0.259,0.87403599,2054,0.457,0.777,142,139,59
339,2018,Scooter Gennett,CIN,154,638,0.196,0.382,0.753,0.731,0.869,0.42,0.618,0.095,0.223,0.769616027,2443,0.529,0.82,185,167,109
340,2010,Brian McCann,ATL,143,566,0.173,0.293,0.682,0.659,0.879,0.401,0.53,0.087,0.245,0.920481928,2265,0.44,0.8,141,164,77
341,2016,Jonathan Lucroy,- - -,142,544,0.184,0.3,0.708,0.577,0.881,0.474,0.57,0.078,0.281,1.018134715,2210,0.431,0.818,146,152,95
342,2016,Wilson Ramos,WSN,131,523,0.151,0.302,0.683,0.732,0.883,0.467,0.608,0.09,0.234,1.121212121,1868,0.503,0.819,221,103,83
343,2016,Carlos Gonzalez,COL,150,632,0.204,0.364,0.568,0.744,0.821,0.399,0.573,0.147,0.258,1.131840796,2327,0.516,0.714,210,148,97
344,2012,Alex Rios,CHW,157,640,0.144,0.33,0.747,0.616,0.939,0.472,0.602,0.061,0.261,1.308080808,2268,0.465,0.867,207,198,113
345,2017,Chris Taylor,LAD,140,568,0.25,0.252,0.531,0.689,0.86,0.466,0.643,0.108,0.278,0.891826923,2268,0.455,0.763,154,133,84
346,2014,Lucas Duda,NYM,153,596,0.227,0.279,0.581,0.599,0.867,0.398,0.57,0.101,0.292,1.038043478,2459,0.407,0.749,117,187,78
347,2015,Jose Abreu,CHW,154,668,0.21,0.369,0.631,0.671,0.871,0.415,0.578,0.114,0.272,0.979338843,2526,0.495,0.766,224,152,98
348,2011,Mark Teixeira,NYY,156,684,0.161,0.271,0.693,0.651,0.909,0.39,0.526,0.073,0.247,1.002057613,2818,0.419,0.824,170,228,89
349,2017,Khris Davis,OAK,153,652,0.299,0.266,0.496,0.752,0.779,0.423,0.58,0.147,0.277,0.818181818,2591,0.472,0.687,145,160,73
